2025-11-17,16:37:09,10.00,10.00,100.00
2025-11-17,16:37:11,10.00,10.00,100.00
2025-11-17,16:37:13,10.00,10.00,100.00
2025-11-17,16:37:18,20.00,10.00,200.00
2025-11-17,16:37:27,20.00,100.00,2000.00
2025-11-17,16:37:37,20.00,10000.00,200000.00
2025-11-17,16:37:40,20.00,10000.00,200000.00
2025-11-17,16:37:47,100.00,10000.00,1000000.00
2025-11-17,16:38:02,100.00,100000000.00,10000000000.00
2025-11-17,16:38:16,1.00,100000000.00,100000000.00
2025-11-17,16:38:17,1.00,100000000.00,100000000.00
2025-11-17,16:38:18,1.00,100000000.00,100000000.00
2025-11-17,16:38:19,1.00,100000000.00,100000000.00
2025-11-17,16:38:20,1.00,100000000.00,100000000.00
2025-11-17,16:38:24,1.00,100000000.00,100000000.00
2025-11-17,16:38:24,1.00,100000000.00,100000000.00
2025-11-17,16:38:25,1.00,100000000.00,100000000.00
2025-11-17,16:38:25,1.00,100000000.00,100000000.00
2025-11-17,16:38:25,1.00,100000000.00,100000000.00
2025-11-17,16:38:26,1.00,100000000.00,100000000.00
2025-11-17,16:38:26,1.00,100000000.00,100000000.00
2025-11-17,16:38:27,1.00,100000000.00,100000000.00
2025-11-17,16:38:27,1.00,100000000.00,100000000.00
2025-11-17,16:38:27,1.00,100000000.00,100000000.00
2025-11-17,16:38:28,1.00,100000000.00,100000000.00
2025-11-17,16:38:28,1.00,100000000.00,100000000.00
2025-11-17,16:38:29,1.00,100000000.00,100000000.00
2025-11-17,16:38:29,1.00,100000000.00,100000000.00
2025-11-17,16:38:30,1.00,100000000.00,100000000.00
2025-11-17,16:38:31,1.00,100000000.00,100000000.00
2025-11-17,16:38:32,1.00,100000000.00,100000000.00
2025-11-17,16:38:33,1.00,100000000.00,100000000.00
2025-11-17,16:38:33,1.00,100000000.00,100000000.00
2025-11-17,16:38:34,1.00,100000000.00,100000000.00
2025-11-17,16:38:36,1.00,100000000.00,100000000.00
2025-11-17,16:38:37,1.00,100000000.00,100000000.00
2025-11-17,16:38:37,1.00,100000000.00,100000000.00
2025-11-17,16:38:37,1.00,100000000.00,100000000.00
2025-11-17,16:38:37,1.00,100000000.00,100000000.00
2025-11-17,16:38:38,1.00,100000000.00,100000000.00
2025-11-17,16:38:38,1.00,100000000.00,100000000.00
2025-11-17,16:38:38,1.00,100000000.00,100000000.00
2025-11-17,16:38:39,1.00,100000000.00,100000000.00
2025-11-17,16:38:39,1.00,100000000.00,100000000.00
2025-11-17,16:38:39,1.00,100000000.00,100000000.00
2025-11-17,16:38:40,1.00,100000000.00,100000000.00
2025-11-17,16:38:40,1.00,100000000.00,100000000.00
2025-11-17,16:38:41,1.00,100000000.00,100000000.00
2025-11-17,16:38:41,1.00,100000000.00,100000000.00
2025-11-17,16:38:41,1.00,100000000.00,100000000.00
2025-11-17,16:38:42,1.00,100000000.00,100000000.00
2025-11-17,16:38:42,1.00,100000000.00,100000000.00
2025-11-17,16:38:42,1.00,100000000.00,100000000.00
2025-11-17,16:38:43,1.00,100000000.00,100000000.00
2025-11-17,16:38:43,1.00,100000000.00,100000000.00
2025-11-17,16:38:43,1.00,100000000.00,100000000.00
2025-11-17,16:38:44,1.00,100000000.00,100000000.00
2025-11-17,16:38:44,1.00,100000000.00,100000000.00
2025-11-17,16:38:46,1.00,100000000.00,100000000.00
2025-11-17,17:26:20,900.00,1.00,900.00
2025-11-17,17:26:20,900.00,1.00,900.00
2025-11-17,17:26:21,900.00,1.00,900.00
2025-11-17,17:26:21,900.00,1.00,900.00
2025-11-17,17:26:21,900.00,1.00,900.00
2025-11-17,17:26:21,900.00,1.00,900.00
2025-11-17,17:26:21,900.00,1.00,900.00
2025-11-17,17:26:22,900.00,1.00,900.00
2025-11-17,17:26:22,900.00,1.00,900.00
2025-11-17,17:26:22,900.00,1.00,900.00
2025-11-17,17:26:22,900.00,1.00,900.00
2025-11-17,17:26:22,900.00,1.00,900.00
2025-11-17,17:26:23,900.00,1.00,900.00
2025-11-17,17:26:23,900.00,1.00,900.00
2025-11-17,17:26:23,900.00,1.00,900.00
2025-11-17,17:26:23,900.00,1.00,900.00
2025-11-17,17:26:23,900.00,1.00,900.00
2025-11-17,17:26:24,900.00,1.00,900.00
2025-11-17,17:26:24,900.00,1.00,900.00
2025-11-17,17:26:24,900.00,1.00,900.00
2025-11-17,17:26:24,900.00,1.00,900.00
2025-11-17,17:26:41,900.00,1.00,900.00
2025-11-17,17:26:42,900.00,1.00,900.00
2025-11-17,17:26:42,900.00,1.00,900.00
2025-11-17,17:26:42,900.00,1.00,900.00
2025-11-17,17:26:42,900.00,1.00,900.00
2025-11-17,17:26:44,900.00,1.00,900.00
2025-11-17,17:26:46,900.00,1.00,900.00
2025-11-17,17:26:47,900.00,1.00,900.00
2025-11-17,17:26:48,900.00,1.00,900.00
2025-11-17,17:26:49,900.00,1.00,900.00
2025-11-17,17:26:50,900.00,1.00,900.00
2025-11-17,17:26:51,900.00,1.00,900.00
2025-11-17,17:26:52,900.00,1.00,900.00
2025-11-17,17:26:53,900.00,1.00,900.00
2025-11-17,17:26:53,900.00,1.00,900.00
2025-11-17,17:26:54,900.00,1.00,900.00
2025-11-17,17:26:55,900.00,1.00,900.00
2025-11-17,17:26:55,900.00,1.00,900.00
2025-11-17,17:26:56,900.00,1.00,900.00
2025-11-17,17:26:57,900.00,1.00,900.00
2025-11-17,17:26:57,900.00,1.00,900.00
2025-11-17,17:26:58,900.00,1.00,900.00
2025-11-17,17:26:59,900.00,1.00,900.00
2025-11-17,17:27:00,900.00,1.00,900.00
2025-11-17,17:27:00,900.00,1.00,900.00
2025-11-17,17:27:01,900.00,1.00,900.00
2025-11-17,17:27:02,900.00,1.00,900.00
2025-11-17,17:27:02,900.00,1.00,900.00
2025-11-17,17:27:03,900.00,1.00,900.00
2025-11-17,17:27:03,900.00,1.00,900.00
2025-11-17,17:27:04,900.00,1.00,900.00
2025-11-17,17:27:14,900.00,1.00,900.00
2025-11-17,17:27:14,900.00,1.00,900.00
2025-11-17,17:27:15,900.00,1.00,900.00
2025-11-17,17:27:15,900.00,1.00,900.00
