2025-10-10,16:03:27,10.00,100.00,1000.00
2025-10-10,16:03:35,11.00,101.00,1111.00
2025-10-10,16:03:43,12.00,102.00,1224.00
2025-10-10,16:03:50,13.00,103.00,1339.00
2025-10-10,16:03:57,14.00,104.00,1456.00
2025-10-10,16:04:04,15.00,105.00,1575.00
2025-10-10,16:04:12,16.00,106.00,1696.00
2025-10-10,16:04:38,10.00,100.00,1000.00
2025-10-10,16:04:44,11.00,101.00,1111.00
2025-10-10,16:04:47,11.00,101.00,1111.00
2025-10-10,16:04:53,12.00,102.00,1224.00
2025-10-10,16:05:00,13.00,103.00,1339.00
2025-10-10,16:05:06,14.00,104.00,1456.00
2025-10-10,16:05:12,15.00,105.00,1575.00
2025-10-10,16:05:18,16.00,106.00,1696.00
2025-10-10,16:05:27,17.00,107.00,1819.00
