2025-11-17,16:22:35,10.00,20.00,200.00
2025-11-17,16:23:03,20.00,30.00,600.00
2025-11-17,16:23:09,30.00,40.00,1200.00
2025-11-17,16:23:15,40.00,50.00,2000.00
2025-11-17,16:23:21,50.00,60.00,3000.00
2025-11-17,16:35:20,50.00,60.00,3000.00
2025-11-17,16:35:21,50.00,60.00,3000.00
2025-11-17,16:35:22,50.00,60.00,3000.00
2025-11-17,16:35:23,50.00,60.00,3000.00
2025-11-17,16:35:24,50.00,60.00,3000.00
2025-11-17,16:35:25,50.00,60.00,3000.00
2025-11-17,16:35:25,50.00,60.00,3000.00
2025-11-17,16:35:37,10.00,10.00,100.00
2025-11-17,16:35:38,10.00,10.00,100.00
2025-11-17,16:35:39,10.00,10.00,100.00
2025-11-17,16:35:40,10.00,10.00,100.00
2025-11-17,16:35:41,10.00,10.00,100.00
2025-11-17,16:35:42,10.00,10.00,100.00
2025-11-17,16:35:43,10.00,10.00,100.00
2025-11-17,16:35:43,10.00,10.00,100.00
2025-11-17,16:35:44,10.00,10.00,100.00
2025-11-17,16:53:33,10.00,1.00,10.00
2025-11-17,16:53:46,20.00,1.00,20.00
2025-11-17,16:53:53,30.00,1.00,30.00
2025-11-17,16:53:59,40.00,1.00,40.00
2025-11-17,16:54:04,50.00,1.00,50.00
2025-11-17,16:54:06,50.00,1.00,50.00
2025-11-17,16:54:06,50.00,1.00,50.00
2025-11-17,16:54:06,50.00,1.00,50.00
2025-11-17,16:54:06,50.00,1.00,50.00
2025-11-17,16:54:07,50.00,1.00,50.00
2025-11-17,16:54:07,50.00,1.00,50.00
2025-11-17,16:54:07,50.00,1.00,50.00
2025-11-17,16:54:08,50.00,1.00,50.00
2025-11-17,16:54:08,50.00,1.00,50.00
2025-11-17,16:54:08,50.00,1.00,50.00
2025-11-17,16:54:08,50.00,1.00,50.00
2025-11-17,16:54:08,50.00,1.00,50.00
2025-11-17,16:54:09,50.00,1.00,50.00
2025-11-17,16:54:09,50.00,1.00,50.00
2025-11-17,16:54:09,50.00,1.00,50.00
2025-11-17,16:54:09,50.00,1.00,50.00
2025-11-17,16:54:10,50.00,1.00,50.00
2025-11-17,16:54:10,50.00,1.00,50.00
2025-11-17,16:54:10,50.00,1.00,50.00
2025-11-17,16:54:10,50.00,1.00,50.00
2025-11-17,16:54:10,50.00,1.00,50.00
2025-11-17,16:54:11,50.00,1.00,50.00
2025-11-17,16:54:11,50.00,1.00,50.00
2025-11-17,16:54:11,50.00,1.00,50.00
